USER-UPVOTES,POST_NUMBER,QUESTION,TIME-STAMPS,USER,POST,POST-UPVOTES,PAGE_NUMBER_OF_THE_POST,SUBJECT
4,17,NO,"Fri, Jul  24 '15 at 9:57AM EDT",Brian22,"I am 55 and have been bed wetting now for 10 years due to a severe over active bladder. It's made worse by sleep apnea because my cpap puts me into a very deep REM sleep and I don't wake up when I need to pee which is usually numerous times per night. Tried meds but side effects were bad. Won't do Botox or the pacemaker thing. Think both options are worse than having to wear diapers. Stinks from a dating perspective and I don't like wearing diapers to work but sometimes have to. Thing I hate the most is the randomness of daytime urges which result in accidents and wet pants in public. It happens randomly so I don't wear diapers 24/7, although it has been suggested by my doctors. How do people deal with the ongoing anxiety of public accidents - like walking into a cold supermarket and then having the violent urge to pee which I can't control and wind up wetting myself?",0,1,Managing the emotional aspect of incontinence
1,18,NO,"Sat, Jul  25 '15 at 4:40PM EDT",ann,just wondering if anyone on here has tried or use vagina wgts for their stress incontinence?,0,1,Managing the emotional aspect of incontinence
1,19,NO,"Wed, Jul  29 '15 at 4:23PM EDT",Susan,"Our son was not a bedwetter until he turned 12 years old, he is now 15.5 and wets the bed every night. I've always thought, in our sons case, this was due to our move to a new city, home and school. Also, considering his age, puberty may be a cause. When he was 12, we took him to our chiropractor but this was not helping.

We have always protected our son by keeping him home from overnight activities, but finally decided this was not fair. He went to camp for the first time a month ago, 8 hours away from home, for a whole week. I sent him with extra sheets and plenty of clothes. When he came home, I didn't ask him if he had any accidents, I just threw everything in the wash. Since camp, he has gone on other over night activities and is enjoying being with other people.

I guess we're hoping that everything will just fall in place as he matures.....Advice?",0,1,Managing the emotional aspect of incontinence
4,20,NO,"Sat, Aug  1 '15 at 9:57AM EDT",Brian22,Susan - If I was your sons parent I'd  talk to your son about his experiences and whether he's having accidents. I'd want to monitor his progress and support him when things weren't going right. Ignoring it doesn't make it go away.,1,1,Managing the emotional aspect of incontinence
76,21,NO,"Wed, Oct  28 '15 at 12:12PM EDT",Patrick,"I would like to think that I manage my urinary incontinence with minimal disruption to the lives around me.  Occasionally they feel the need to intervene, which does frustrate me.  Because I'm just learning to manage bowel incontinence, my skill in managing that leaves much to be desired.  Because there is not much expectation that I'll ever regain control, my hope is that I'll gain more skill in managing that as well.",0,1,Managing the emotional aspect of incontinence
1,22,NO,"Mon, Nov  2 '15 at 5:55AM EST",ummulkhayr23,"i am 23 and i have been bed wetting all my life., except it is not often that i have incidents. sometimes i have up to 4-6months of dry nights. i feel ashamed to even discuss this comfortably with my mum. i have had relationships but it never lasts more than 2-3months. now i am in a relationship of almost 2years, he even proposed but i had to decline. i don't know how to tell him this. right now i just fell depressed always. i don't know what to do.",0,1,Managing the emotional aspect of incontinence
76,23,NO,"Mon, Nov  2 '15 at 11:38AM EST",Patrick,"Declining a proposal due to incontinence makes it a much larger obstacle than it needs to be.  If you are skilled at managing your condition, be proud and say so upfront.  Good luck finding a partner who is supportive, understanding, and gives you the respect that successful incontinence management deserves.",0,1,Managing the emotional aspect of incontinence
4,24,NO,"Sun, Jul  9 '17 at 5:31PM EDT",nvbob,"I have had problems with bedwetting since I was 18.  It continued throughout my life until I was nearly 65.  Then I started having daytime accidents.  I was able to deal with the evening problems since it was a very private thing and it never left the house.  I dealt with the problem for several years and then went to a councilor.  I never realized how much guilt I carried around.  I have been able to accept it,and wearing diapers day and night are no longer such an emotion melt down for me.  Sometime it really helps to talk about it and how to deal with it.  Very difficult for a man to wear diapers, but I am at peace with it now, and the embarrassment has gone.  Find the right products (cloth or disposable), and take it one day at a time.  

I have found that cloth are best for be and have been able to find a product that is very absorbent that is not visible under my clothing.  I am unwilling to use a disposable in a hot environment.  Best of luck.",1,1,Managing the emotional aspect of incontinence
82,25,NO,"Sun, Jul  9 '17 at 6:19PM EDT",andy1050,"@nvbob 

It's not an easy process to navigate and it takes a while.  In time, some of us arrive at the place where we are more at peace, just as you describe. 

Guilt and embarrassments are very real, but can eventually be put into perspective, just as ma",0,1,Managing the emotional aspect of incontinence
34,26,NO,"Tue, Aug  8 '17 at 11:02AM EDT",Petejc,There really needs to be a social setting where we can get together and help one another with this. I was in counseling for quite a while for depression and going to a multi person group setting helped me understand that I am amongst many peers that struggle and we are actually quite normal whatever normal is!! But I will say feeling like I'm not nuts or broken is a huge relief and a needed step to start healing!! So to any of you in the twin cities area of Mn. What eould you think of a group like this?,0,1,Managing the emotional aspect of incontinence
10,27,NO,"Sun, Sep  10 '17 at 8:04PM EDT",leaky,"Being incontinent is a medical problem that affects us emotionally and socially. 
Me - I wind up hiking up my skirt and pulling down my pants in the lawn half of the time cause I cannot make it to a toilet in time due to bladder surging over the spillway. Lost it in public, too. Thought everyone would see me and nobody said nothing to me. Thank goodness. 
The wet pants thing. I have to have zinc oxide available - that is diaper rash ointment. So I wind up wetting the terrain first. Diaper rash can be really bad and I try to avoid it by wetting the grass instead. Pad catches residual and gets changed. Used to be I didn't notice in between leakage and had unexplainable diaper rash from wet underwear.",0,1,Managing the emotional aspect of incontinence
1,1,YES,"Sat, Feb  6 '16 at 9:51PM EST",Droe,Has anyone tried these for fecal incontinence?,0,1,Medical anal plugs
1,1,YES,"Tue, Jan  26 '16 at 2:40PM EST",emmittsmommom,I am needing to have surgery to fix my prolapsed bladder.  My doctor gave me the option of getting the mesh implant or using my own tissue.  What did you have done? Would you do something different? Did you have any complications?,0,1,Mesh VS Flesh
1,2,NO,"Wed, Jan  27 '16 at 12:53AM EST",soggy,"I had prolapse surgery several years ago and it went very easily and worked well.  I do not think I had either mesh or a sling.  I also had a hysterectomy at the same time.  (As a friend said at the time, I didn't need those parts anymore, and I don't miss them!) NOW however, I recently had cancer in my urethra, and most of my urethra was removed, leaving me incontinent.  So now I am going to have an obstructing sling surgery using my own belly tissue to hopefully, change that. My doctor highly recommended/insisted on my own tissue so that my body would not reject it.  
Best wishes to you for your surgery!",0,1,Mesh VS Flesh
76,3,NO,"Wed, Jan  27 '16 at 11:15AM EST",Patrick,"Recently I have seen TV commercials sponsored by attorneys who were soliciting business from patients whose mesh implants had caused them grief.  However, I have known several folks whose mesh implants worked wonders for them.  I guess the result can be either good or bad; good luck finding a surgeon who knows your situation and can fix it.",0,1,Mesh VS Flesh
1,1,YES,"Sat, Mar  4 '17 at 7:43PM EST",Lisafrank,"One of my problems with cloth management options is having the privacy to wash them. My Panda model # XPB36 miniature washing machine has solved that problem. I'm fortunate  enough to have my own bathroom and the panda sits perfectly in my tub. Washes 2 night diapers and their plastic pants in one load. Wash cycle is 15 min. The separate spin cycle last 5 min. Although the spin cycle does not dry the diapers completely, they come out drip free & hang dry fast.  With only a spin there's no risk of melting mattress covers or protective pantie linings.It's all in my little bathroom and I never have to worry if I forgot anything in the laundry room.",0,1,Miniature Washing Machines & My Privacy
1,1,YES,"Tue, Aug  11 '15 at 1:24AM EDT",Qwerty1,"Hi, my eldest son is now nearly 18yrs old. He has suffered with night time enuresis since he was 5yrs old. It all started when he was hospitalized with a terrible bout of Chickenpox. I am convinced that the pox have affected his uretheral tubes. We have tried all available treatments over the years. Both medical and physical. Any ideas anyone?",0,1,Mother of a sufferer
1,2,NO,"Tue, Aug  11 '15 at 3:36AM EDT",needhelp,"Dear mother of a sufferer
I too am the mother of a 19 year old son with the same problem, except there was no trigger, he has always had the problem.  I have seen many doctors but to date they have basically said he will grow out of it without doing any further testing, just the alarm which didn't work as he is a terribly heavy sleeper.  My son is unwilling to go to any appointments and is normally denying it is an ongoing problem.  I have now sent him to one appointment at an adult urologist who said he should grow out of it (I wasn't at the appointment) but at least bloods have been taken and he is booked in for a further appointment for a flow rate test and a further consultation.  I hope this will get us a little further to a cure.  I do understand what you are going through, it seems to me that the medical professionals I have seen so far have not taken this seriously.  Good luck and if you have any success please pass it on.",0,1,Mother of a sufferer
1,3,NO,"Tue, Aug  11 '15 at 4:45AM EDT",Qwerty1,"Dear needhelp,
             Thank you for your response. It is very difficult isn't it! We too have tried the alarm, medication, diaries etc etc etc. I am hoping for both of our son's sakes that they do indeed do as the Drs have said and 'grow out of it'. However, at what point do we just take that as the answer? I have said to many Doctors that where exactly do I draw the line? 7,10,15? All of these age milestones have been and gone. If we have any success with anything, I will indeed pass on the info and likewise if you could. Take care.",0,1,Mother of a sufferer
4,4,NO,"Tue, Aug  11 '15 at 7:17PM EDT",dedevz,"Our daughter, 17 has always been a night time wetter. Finally, an adult urologist tested her bladder ad she has high pressure in it. She will be 18 in Nov, when the doctor will try injecting her bladder with botox. We are going to try acupuncture tomorrow. But the doctor thinks that diet might help....I have no idea!",0,1,Mother of a sufferer
1,5,NO,"Wed, Aug  12 '15 at 4:06AM EDT",Qwerty1,"Thank you for your response dedevz. Interesting that the Doctor thinks that diet might help and good luck with that route. I have tried a more acidic diet and a more alkali diet for my son and neither made any difference to him. Wishing you luck for your daughter in the future and I will look into the bladder pressure more, thanks for the tip. Take care.",0,1,Mother of a sufferer
4,6,NO,"Wed, Aug  12 '15 at 10:02AM EDT",dedevz,"I will let you know what I learn today. The doctor said diet and suppliments.....some acupuncture. My daughter eats nothing but protein bars, chicken nuggets and a taco here and there, and some pasta, sometimes. She'll eat raw fruit and vegges.",0,1,Mother of a sufferer
37,7,NO,"Sat, Aug  22 '15 at 10:08PM EDT",msuspartan,Not everyone grows out of it.,0,1,Mother of a sufferer
1,8,NO,"Wed, Aug  26 '15 at 5:40AM EDT",lucyandhercat,"For me, and I suspect in general, diet makes absolutely no difference. 

I was put on Imipramine for IBS, which it didn't help, but found that my bladder felt much stronger as a side effect. Imipramine is an antidepressant that is also prescribed to treat bedwetting. It's an older antidepressant, and a high dose is toxic. I didn't like the way it made me feel if I took multiple pills every day, but I would take a half a pill to one and a half pills on nights that I felt like I might wet the bed, and that really helped. 

I'm 21 now and I did apparently ""grow out of it"" once I got married. The urologists always told me that the brain, including it's bladder control, does not fully mature until mid 20s. So I'm guessing there's a good chance of recovery until 25, and after that if you still have it you're likely stuck with it.",0,1,Mother of a sufferer
7,1,YES,"Fri, May  27 '16 at 10:37AM EDT",Ridge,"Good Morning,

I bought a condo and am moving next week. I am super excited. Yet, my incontinence seems to be worse lately. I know that I have a lot of underlying anxiety about packing, expenses, etc, but am also thrilled at this new endeavor. 

Has anyone ever had an experience where there incontinence flares during a stressful time?  Even if the stress is good?

Thank you as always.",0,1,Moving
85,2,NO,"Fri, May  27 '16 at 12:15PM EDT",Benfrank,Oh yeah! That happens to me all the time. The correlation totally makes sense!,1,1,Moving
58,3,NO,"Fri, May  27 '16 at 9:57PM EDT",PBJ32,"Incontinence is pretty consistent for me, though my frequency of urination is out of control when I'm stressed or have anxiety.",1,1,Moving
1,1,YES,"Mon, Sep  12 '16 at 9:01AM EDT",Ash12,"Hi. 
I am a 26 year old female who has wet the bed now four times during my five year marriage. It's utterly embarrassing to wake your husband up saying... ""It happened again, I need to change the bedding."" And the first time it happened it cost us one veryyyyy expensive mattress. Needless to say, since then, the mattress protectors and what not that we spent tons of money on have proven their worth considering it happened again. 
I just actually dream that I wake up and get up to pee... When in reality, tonight, for example, I did not get up. In fact, I think we both slept in it for a while before I woke up to find the sheets needing changed. 
It's so embarrassing. I just hang my head in shame and try not to make eye contact with my husband as I wake him up and change the sheets in horror. Or tonight, watch him change his clothes too. That was awful... 
I don't know what to do...",0,1,My poor husband
4,2,NO,"Mon, Sep  12 '16 at 9:07AM EDT",gbannister,"First, is this something that just started or have you always wet the bed? If it's new, you need to see a doc about the cause.  If you're like me and you've always wet the bed, then I'd invest in some form of overnight incontinence underwear to keep your hubby dry.",0,1,My poor husband
43,3,NO,"Mon, Sep  12 '16 at 9:14AM EDT",Sylvia,"4 times in 5 years, while unpleasant doesn't sound alarming.  I would say talk to your doctor, and maybe a sleep specialist.  May be something sleep related.  Or remember what you ate/drank before bed maybe there's a connection there too.",1,1,My poor husband
1,4,NO,"Mon, Sep  12 '16 at 9:27AM EDT",dad3601,4 times in 5 years is nothing to be alarmed about  cut down caffeine and don't drink before bed could be a urine infection,0,1,My poor husband
37,5,NO,"Mon, Sep  12 '16 at 11:13AM EDT",msuspartan,That's really not a big.  I'm wet about 5 nights a week.,0,1,My poor husband
31,6,NO,"Mon, Sep  12 '16 at 12:28PM EDT",LadyBugz1,"I'm sorry that happened to you again. But I agree with the others that said you might have a UTI. Since it doesn't happen very often, I don't think it's much to worry about. 
I can relate to your embarrassment though, I too have accidentally peed on my husband in bed before. Lol. I don't think that it is as big of a deal for them, as it is for us. 
Maybe just mention it to your primary care doc and have them do a UA to make sure that there isn't an infection. Good luck.",1,1,My poor husband
31,7,NO,"Mon, Sep  12 '16 at 12:36PM EDT",LadyBugz1,"

Don't trust your dreams. Lol ",3,1,My poor husband
16,8,NO,"Mon, Sep  12 '16 at 4:31PM EDT",sport,I know it is painful mine started about the same way but was a lot older than you it got worse due to being a diabetic so wear all the time good luck.,0,1,My poor husband
28,9,NO,"Mon, Sep  12 '16 at 9:12PM EDT",Laura,Use some protection. Disposable diapers and plastic pants work for me. Sure hubby will be ok.,0,1,My poor husband
82,10,NO,"Mon, Sep  12 '16 at 9:20PM EDT",NoCans,Could be stress. Dr. Visit is a good idea. It is less embarrassing than your mind makes it out to be to talk to a Dr. About bladder issues,0,1,My poor husband
103,11,NO,"Tue, Sep  13 '16 at 3:56PM EDT",MikeJames,"I'm 35 and wet the bed every night.  I know how you feel. I went from 1-2 times a year to every night.  My wife has been super understanding and I wear a diaper to bed now.  I WISH I only wet 4 times in 5 years.  Some nights I wet multiple time haha.  

Wetting once a year or so still isn't normal, but probably doesn't warrant heavy pharmaceutical treatments or wearing protection on a nightly basis.  Since it's so infrequent, Id guess it's more psychological (i.e. stress) than something like OAB.  Figuring out the source of your stress and finding ways to alleviate it might help.  

In any event, things like this usually warrant a mention to your doctor.",1,1,My poor husband
1,1,YES,"Sun, Sep  10 '17 at 1:13PM EDT",Flip,"I've been taking Myrbetrig for less than a month with no positive results.  The Myrbetrig websites says it may take a few months for this medication to take effect.  Has anyone tried Myrbetrig? If so, what were the results?

Thanks for your response.",0,1,Myrbetrig
7,2,NO,"Sun, Sep  10 '17 at 3:28PM EDT",Damp,"I took Myrbetriq for about the same amount of time with no results, so I stopped taking it.  Later I found out that if you have bladder retention it should not be taken.  I retained a great deal.  That experience was several years ago.  As a result, I no longer see that urologist, and have had a prostatectomy for prostate cancer, gleason 7, with a combined diverticulotomy.  Now, I'm dealing with those side affects.  To be honest, I have dealt with incontinence issues for some time which I have learned to manage without drugs.  I'd rather wear protection of some kind without feeling light headed, dry mouth, etc. as well as being able to void.  Drugs don't always work for everyone.",0,1,Myrbetrig
13,3,NO,"Mon, Sep  11 '17 at 10:20AM EDT",Spaz,I took it for 3 months. It worked great at first but gave me head aches. After the first month it started to work less and less. At the end of the second month it was barely working.,0,1,Myrbetrig
1,4,NO,"Mon, Sep  11 '17 at 3:11PM EDT",Diana,"I have taken Myrbetriq for over a year.  It doesn't make symptoms go away completely, but it does alleviate them, so much so that I plan to ask my urologist to prescribe a lower dose to see what happens.  I also do Kegels.",0,1,Myrbetrig
103,5,NO,"Fri, Sep  15 '17 at 1:31PM EDT",MikeJames,"none of the meds have worked for me.  This one in particular is insanely expensive too.  Like all the other drugs, it had crap side effects and a minimal impact on my symptoms.  I'm done with treatments.  I'm happier just managing it with diapers.  While I certainly don't like wearing them, I've become very accustomed to it and am just moving on.",0,1,Myrbetrig
52,1,YES,"Fri, May  27 '16 at 12:36PM EDT",NAFC,"Hello all!  We're hosting an 8-week challenge for better bladder health in June and July.  Participants can sign up for one of 4 challenges and will then receive a series of 4 emails over the course of the 8 weeks with tips and tricks to help them complete their challenge  At the end of the challenge, they will be entered into a drawing to win a free month pass to CorePower Yoga, valued at $190!  Sign up today at www.nafc.org/8-week-challenge, then come onto the message boards to share your successes, ask questions and learn tips from others who are also participating.  Good luck!",2,1,NAFC 8-Week Challenge - Share your tips!
25,2,NO,"Fri, Jul  29 '16 at 5:32PM EDT",melanie,"I was busy with things and missed starting the challenge in June. My bad. The prize is a month pass to CorePower Yoga. Interesting prize choice - so I hope this is not totally a stupid question. Is there any evidence that yoga helps incontinence? Or would I be the only woman risking a wet yoga mat? And no, I don't figure wearing an adult diaper under lululemons would be cool. ",1,1,NAFC 8-Week Challenge - Share your tips!
82,3,NO,"Fri, Jul  29 '16 at 10:53PM EDT",andy1050,"Quote:Originally Posted by melanieI was busy with things and missed starting the challenge in June. My bad. The prize is a month pass to CorePower Yoga. Interesting prize choice - so I hope this is not totally a stupid question. Is there any evidence that yoga helps incontinence? Or would I be the only woman risking a wet yoga mat? And no, I don't figure wearing an adult diaper under lululemons would be cool. 


I hereby see the need for someone to INVENT yoga diapers!  
Yoga is exercise...and I know exercise may help incontinence. That's about all I can say there.",1,1,NAFC 8-Week Challenge - Share your tips!
52,4,NO,"Tue, Sep  20 '16 at 11:39AM EDT",NAFC,"Hi Melanie!  Thanks for the question - that promotion is currently over, but you are still welcome to take the 8-week challenge. http://www.nafc.org/8-week-challenge

As far as yoga helping with incontinence, I think it really depends on your personal situation.  Many yoga moves help to strengthen the core, and combined with a pelvic floor exercise regimen may help to give you greater muscle control.  If you'd like to do yoga, but are concerned about leakage, we would suggest that you see a pelvic health physical therapist who can provide you with an evaluation of your pelvic floor strength, and show you specific moves you can do to help build and maintain strength (which may or may not include yoga moves.)  Best of luck!",0,1,NAFC 8-Week Challenge - Share your tips!
4,1,YES,"Thu, Feb  16 '17 at 6:41PM EST",robinducci,"Hello everyone, I am new to this site.  I was searching the internet looking for advice for a client and ended up here.
I work at a Residential Care Facility, we specialize in clients who have failed placement at other facilities due to behavior issues.  I have a client in his 60's, he is big and burly with a deep booming voice.  This client refuses to sit on the toilet to have a bowel movement, the caregivers use a sit to stand to stand him up as he also refuses to stand.  He will yell at the care givers, call them names, curse at them and demand he be changed.  As soon as the CG's get him up in the sit to stand, get his depends and pants down he will defecate on the floor in his room, CG's will clean him up, get him back in his chair or bed and he will demand to be changed again doing the same thing. He refuses to sit on the toilet or let them change him over the toilet or even in the bathroom.  I have advised them at this point to verbally disengage from him.  To clean him up the best they can then explain to him that they will return when he can treat them with respect and can comply with care.  It is so hard for them to sit there and clean him up while he is cursing at them, calling them names etc.  He is not unaware of his actions, he will purposefully do this.  If they do not clean him to his specifications he will follow them around the facility cursing at them in his booming voice, upsetting the other residents.  Does anyone have any advice for me.  I am at my wits end.",0,1,Need Advice-Willful fecal incontinence
34,2,NO,"Thu, Feb  16 '17 at 7:47PM EST",Petejc,Wow that's a tough one given you and your co workers jobs. I would recommend a mental health facility. And they mak have to catheterize him and let nature take its course. I do know if a patient is abusive you do have rights to restrain them and force them into a position where they are not harmful to anyone. Look into your laws there and take advantage of them when you can.,0,1,Need Advice-Willful fecal incontinence
4,3,NO,"Thu, Feb  16 '17 at 8:34PM EST",Lee,"I agree, that is a tuff one. If this person has mental retardation, you can get help from your state office in Dept of Health & Mental Retardation. Sadly, but in the US, MR population has more resources than someone with just mental illness. The most challenging population to work with or assist, is people with both MR & MI. I hate labels, but they are needed. Being a caregiver is a very tough low paying job, but is personally rewarding, hang in there. It sounds like you need to get a behavioral specialist involved, maybe through the state or even a local mental health center. If he is already seeing a psychiatrist, maybe they can recommend someone. Good luck,
Lee",0,1,Need Advice-Willful fecal incontinence
4,4,NO,"Thu, Feb  16 '17 at 9:00PM EST",chaps54,"Cattle prod??

Sorry, just seems such a waste for caregivers have to deal with such.",0,1,Need Advice-Willful fecal incontinence
22,5,NO,"Thu, Feb  16 '17 at 9:51PM EST",Mightychi,"I don't think there is an easy response. So much will depend on that man's special needs. I don't know if it is early onset dementia or some kind of mental illness. It may be helpful to bring up a discussion with a supervisor or as part of a team discussion. If he threatening and verbally abusive, it may be important to determine if he is appropriate for the facility. Also depending on the facility, you may need to get him stable in other areas first.  The only other option to look at is to consider if standing is the issue. If standing is the issue you may find other ways to support and change him. Also find out if continence is a goal for him. If it is not you may not get anywhere trying to get him to use the toilet.",1,1,Need Advice-Willful fecal incontinence
1,6,NO,"Thu, Feb  16 '17 at 10:26PM EST",darlene,Sounds like the care of the other stable patients is at risk over this one overly unruly man. I would file a report for his doctors to release him to his family for another facility before you start to loose other patients.,0,1,Need Advice-Willful fecal incontinence
19,7,NO,"Sat, Feb  18 '17 at 2:48AM EST",CMcK,Definitely needs a psychiatric assessment by a Psychiatrist that specialises in geriatric needs.  Sounds like he needs some medication to calm his unruly behaviour. Sounds like he is a Bipolar Effective Disorder/ Manic Depressive Disorder where they swing from highs to lows. Looks like he's favouring the high side and becoming unruly. Or he probably is just a nasty and bitter old man who needs to be put in his place.  Pooing on the floor is disgusting and sounds like dementia but some grouse old people who think society owes them do the same thing. Nothing like putting a bucket in front of them and say clean it up.  If he can walk around and abuse you guys and feed himself then he can make an attempt to clean the floor he shat on. AND I would give him nothing until he made an attempt to clean it up.  Only water.,0,1,Need Advice-Willful fecal incontinence
4,8,NO,"Sat, Feb  18 '17 at 6:14PM EST",Lee,"Wow CMcK, really!
All people have rights, that would be against the law, inhumane, abuse & neglect, & much more. We don't even know what his diagnoses are, his medication's, previous soc / med / family / psych / behav / educ / HX is / was. It could be learned behavior as a result of being in an overcrowded institution, where there was shortage in staffing and abuse to patients. This is one of the major reasons some states were forced to deinstitutionalize and integrate / mainstream those individuals into our normal everyday communities. I for one, am very proud we did. I don't intend to offend anyone, but we all should be treated with dignity, respect, good will, love, and so much more.",0,1,Need Advice-Willful fecal incontinence
28,9,NO,"Sat, Feb  18 '17 at 8:29PM EST",jeffswet,Why are you not sedating him?,0,1,Need Advice-Willful fecal incontinence
4,10,NO,"Sat, Feb  18 '17 at 11:22PM EST",Lee,"I'm new to this site & thought I had found a safe place to come to for reasonable support, opinions, and experience; but now I'm  s/w confused and a little disappointed. No offense to you Jeffswet, or anyone else here, but do you think we should really withhold anyone's food or even sedate them, just b/c we don't like certain behavior's. If so, do we do this to anyone or everyone that has behaviors we don't like? Who gets to decide this? What if people around us thought they didn't like to have to deal with our incontinence, should they sedate us or withhold food, or have us institutionalized?

 I do want and need support for my fecal incontinence, but when I feel there's no hope for me & especially when I'm already down and very depressed, it hurts to read such negative advice. For some people, it wouldn't take much to send them over the edge. Just please keep that in mind when posting.",0,1,Need Advice-Willful fecal incontinence
28,11,NO,"Sun, Feb  19 '17 at 4:04PM EST",jeffswet,"Lee, 

Perhaps instead of wasting your time typing what you did, and my time because I had to read it and try to figure out what you were on about, you could better read the entire thread. I did NOT suggest withholding food, nor do I agree with doing so. What I did say, in my ONE LINE response was to ASK why they were not sedating this man. It was a QUESTION. Please take the time, NOW, and review the thread. You clearly have NOT worked with difficult people before. READ the description of what this fellow's behavior has been. I'm not saying he should be ill-treated; what I would say is that the caregivers should be better treated. I have worked with people who were physically disabled who behaved this way, (though not to this extreme)and eventually their  behavior disqualified them for the care we were providing. This guy may not have had the ability to know what he was doing, but that does not obligate ANYONE to provide the care he requires. Behavior is learned and can be unlearned. Management strategies that work and that many times are needed, including sedation are better than not receiving care at all. 
If you don't have the mental capacity to handle this big bad world, please don't try shaming others for what you don't know how to cope with.",1,1,Need Advice-Willful fecal incontinence
4,12,NO,"Mon, Feb  20 '17 at 2:52AM EST",robinducci,"Thank you everyone for your thoughts. We are a behavior health facility. We take on clients who have failed previous placements due to behavior issues. 
We cannot sedate him or chemically/physically restrain him. We can give PRN anxiety meds if other redirections or interventions fail, if he has an order for it. 
I believe when he came to us he was on such high doses of anti psychotic medications he was a zombie and it made him want to eat and sleep 24/7 so med management team titrated him off. He does sleep and eat less now so it was obviously for sedation 
A little of his H&P- he was homeless and a meth user for many years, I am thinking he is used to not using the toilet because he didn't have one while he was homeless, 2nd, I think he may associate getting well with being discharged and back out on the street. 
I have informed staff to tell him when he starts yelling ""I am happy to help you when you stop yelling and go in to the bathroom, then verbally disengage. 
As far as the willful fecal incontinence, I am at a loss. He does have some early onset of dementia. 
This is a tough one for me and all advice is appreciated. Well, best go out to the barn now and get the cattle prod lol.",0,1,Need Advice-Willful fecal incontinence
22,13,NO,"Mon, Feb  20 '17 at 10:37AM EST",Mightychi,"Anytime working with people with mental health challenges it is important for you not to let your frustration or their difficult behavior get in the way of your empathy and support, which is essentially your role as a caregiver. I find it helpful to really think about needs. What need is the behavior fulfilling. It looks like you have some ideas, anxiety about leaving the facility. It may be helpful to find an alternative means of changing him, and finding out what he wants for himself. Overall I would reccomend start by helping feel supported, safe, and accepted. If he feels those things he will more likely work with you. Regardless what you do, you want to do it as a team. Consistency is incredibly important working with individuals with mental illness.",3,1,Need Advice-Willful fecal incontinence
4,14,NO,"Mon, Feb  20 '17 at 1:40PM EST",Lee,"Well said Mightychi! 

Support, Teamwork, Patience, & Consistency are vital.",0,1,Need Advice-Willful fecal incontinence
19,15,NO,"Fri, Feb  24 '17 at 7:01AM EST",CMcK,"So.......more of the truth comes out about this character.  A Meth User, has lived on the streets, early onset dementia and Mental Health issues.  I agree with Darlene, What about the safety of the others i.e. the other patients Inthat home . WHAT ABOUT THEIR RIGHTS and safety, Lee ????.  
Did you stop and think about the other people in that home who might find this Man scary and frightening and  who might think that he will come and harm them to.  They also have the right to feel safe in their home.  What about them.......

Well said jeffswet",2,1,Need Advice-Willful fecal incontinence
22,16,NO,"Fri, Feb  24 '17 at 8:39AM EST",Mightychi,"Despite all of that he still deserves human dignity and respect. That includes ability to make his own choices about his medical and mental health treatment. Just because he has used meth does not make him a bad person. I've worked with numerous people with meth in the past,  many of them are good people not dangerous at all. Their lives are tragic but not bad people. Sedation is taking away peoples human rights. If he is not safe for the home, he will probably be moved to a higher level of care, however, just because he had struggles does not mean that he is different then the other people in the home.  Overall I think the best approach would be stabilizing his mental health as much as possible before focusing on the incontinence. Even though this is an inconvience for the staff. Most important remember he is a person, think about how you would want to be treated if you were stuck in a similar situation. Whatever happens with this unfortunate man needs to be done with heart.",1,1,Need Advice-Willful fecal incontinence
4,17,NO,"Fri, Feb  24 '17 at 9:08AM EST",Lee,"OK people:

You want to battle, oh its on! I'm gonna let you have it, here goes:

- I love you guys, love everyone, but let's be clear about one political thing, I absolutely DID NOT vote for Trump. I know this has nothing to do with the forum topic, but I just wanted to get that out.

- We're not really that different in our views & thoughts, we're all brainstorming suggestions & truly concerned about all individuals (ALL- residents, staff, visitors, etc...)

- Without going into detail & repeating things already stated; please read the comment above, by Mightychi. I agree with him too, and believe his comment to be well stated.

In closing, I apologize to anyone who may feel I pointed them out as being uncaring. My intentions were not to personally attack anyone. 

I do strongly believe this person's mental health needs should be addressed first, both by med Mgt & behav assessments.

Lee",0,1,Need Advice-Willful fecal incontinence
4,18,NO,"Sat, Feb  25 '17 at 2:39PM EST",robinducci,"Thank you all, consistency at all times with all shifts seems to be working well. I have noticed if one shift deviates from the care plan and behavior care plan it puts everything out of wack. For those of you worried about the other residents, no need. The only clients we take on are behavior clients that have failed placement every where else. The other residents have behaviors just as bad if not worse. It is about changing their environment and the way we approach and handle their behaviors because we are not going to be able to change them. 
Somebody has to care for these people that no body else wants. 
I was just fishing to see if anyone else had dealt with a situation like this as I am fairly new to positive behavior support.",1,1,Need Advice-Willful fecal incontinence
